"GEN_ID","REF_NO","CUST_ID","START_DATE","END_DATE","ACCT_ITEM_TYPE","ACCT_FLAG","ACCT_DATE","STATE","PAY_FLAG","PAY_TYPE","COMMENTS","DEP_ABBR","PAYMENT_STATE","BUREAU_ID"
"13848","GTRS1HKG20-02/11-XXX","3381","201102","201102","网元去向","1","20110406","2","C","3","网元自动出帐单","XXX","2","1"
"13849","GCAS1HKG15-02/11-FIN","665","201102","201102","网元去向","1","20110406","2","C","3","网元自动出帐单","FIN","2","1"
"13850","GCAS1HKG18-02/11-XXX","7354","201102","201102","网元去向","1","20110406","2","C","3","网元自动出帐单","XXX","2","1"
"13852","GCAS1TAI05-02/11-CAS","366","201102","201102","网元去向","1","20110406","2","C","3","网元自动出帐单","CAS","2","1"
"13853","GTRS1KAZ02-02/11-TRS","660","201102","201102","网元去向","1","20110406","2","C","3","网元自动出帐单","TRS","2","1"
"13854","GCCL1UK_01-02/11-001","283","201102","201102","网元去向","1","20110406","2","C","3","网元自动出帐单","001","2","1"
"13855","GCCL1USA02-02/11-XXX","289","201102","201102","网元去向","1","20110406","2","C","3","网元自动出帐单","XXX","2","1"
"13856","GTRS1USA02-02/11-XXX","289","201102","201102","网元去向","1","20110406","2","C","3","网元自动出帐单","XXX","2","1"
"13857","GCAS1HKG08-02/11-002","403","201102","201102","网元去向","1","20110406","2","C","3","网元自动出帐单","002","2","1"
"13858","GCAS1HKG08-02/11-FIN","403","201102","201102","网元去向","1","20110406","2","C","3","网元自动出帐单","FIN","2","1"
"13859","GCAS2HKG08-02/11-FIN","403","201102","201102","网元去向","1","20110406","2","C","3","网元自动出帐单","FIN","2","1"
"13860","GTRS1UK_08-03/11-001","657","201103","201103","网元去向","1","20110406","0","C","3","网元自动出帐单","001","0","1"
"13861","GCAS1HKG14-03/11-001","649","201103","201103","网元去向","1","20110406","1","C","3","网元自动出帐单","001","1","1"
"13862","GTRS1HKG14-03/11-001","649","201103","201103","网元去向","1","20110406","0","C","3","网元自动出帐单","001","0","1"
"13863","GTRS1MAC02-03/11-XXX","7463","201103","201103","网元去向","1","20110406","2","C","3","网元自动出帐单","XXX","2","1"
"13864","GTRS1USA41-03/11-001","561","201103","201103","网元去向","1","20110406","2","C","3","网元自动出帐单","001","2","1"
"13910","PIAP1GER01-05/10-EUR","99","201005","201102","网元对方来向","1","20110412","2","D","3","网元自动出帐单","EUR","2","1"
"13866","GTRS1KAZ01-03/11-XXX","147","201103","201103","网元去向","1","20110406","2","C","3","网元自动出帐单","XXX","2","1"
"13867","GITS1MGL02-03/11-XXX","7626","201103","201103","网元去向","1","20110406","2","C","3","网元自动出帐单","XXX","2","1"
"13868","GTRS1HKG20-03/11-XXX","3381","201103","201103","网元去向","1","20110406","2","C","3","网元自动出帐单","XXX","2","1"
"13869","GCAS1HKG15-03/11-FIN","665","201103","201103","网元去向","1","20110406","2","C","3","网元自动出帐单","FIN","2","1"
"13870","GCAS1HKG18-03/11-XXX","7354","201103","201103","网元去向","1","20110406","2","C","3","网元自动出帐单","XXX","2","1"
"13872","GCAS1TAI05-03/11-CAS","366","201103","201103","网元去向","1","20110406","0","C","3","网元自动出帐单","CAS","0","1"
"13873","GTRS1KAZ02-03/11-TRS","660","201103","201103","网元去向","1","20110406","2","C","3","网元自动出帐单","TRS","2","1"
"13874","GCCL1UK_01-03/11-001","283","201103","201103","网元去向","1","20110406","2","C","3","网元自动出帐单","001","2","1"
"13875","GCCL1USA02-03/11-XXX","289","201103","201103","网元去向","1","20110406","2","C","3","网元自动出帐单","XXX","2","1"
"13876","GTRS1USA02-03/11-XXX","289","201103","201103","网元去向","1","20110406","2","C","3","网元自动出帐单","XXX","2","1"
"13877","GCAS1HKG08-03/11-002","403","201103","201103","网元去向","1","20110406","2","C","3","网元自动出帐单","002","2","1"
"13878","GCAS1HKG08-03/11-FIN","403","201103","201103","网元去向","1","20110406","2","C","3","网元自动出帐单","FIN","2","1"
"13879","GCAS2HKG08-03/11-FIN","403","201103","201103","网元去向","1","20110406","2","C","3","网元自动出帐单","FIN","2","1"
"13882","PCCS1RUS01-04/11-07Y","227","201104","201104","网元对方来向","1","20110406","2","D","3","网元自动出帐单","07Y","2","1"
"13891","CCCS1USA54-02/11-USD","667","201102","201102","网元来向","1","20110411","2","D","3","网元自动出帐单","USD","2","1"
"13892","CIAP1SWE01-03/11-XXX","259","201103","201103","网元来向","1","20110411","2","D","3","网元自动出帐单","XXX","2","1"
"13893","PCCL1HKG14-03/11-HKD","649","201103","201103","网元对方来向","1","20110411","2","D","3","网元自动出帐单","HKD","2","1"
"13894","PCCL2HKG14-03/11-HKD","649","201103","201103","网元对方来向","1","20110411","2","D","3","网元自动出帐单","HKD","2","1"
"13896","PCCS1UK_08-01/11-S55","657","201101","201101","网元对方来向","1","20110412","2","D","3","网元自动出帐单","S55","2","1"
"13897","PCCS1UK_08-03/11-S55","657","201103","201103","网元对方来向","1","20110412","2","D","3","网元自动出帐单","S55","2","1"
"13898","PCCS1UK_08-01/11-GBP","657","201101","201101","网元对方来向","1","20110412","2","D","3","网元自动出帐单","GBP","2","1"
"13899","PCCS1UK_08-03/11-GBP","657","201103","201103","网元对方来向","1","20110412","2","D","3","网元自动出帐单","GBP","2","1"
"13900","PCCS1RUS03-02/11-0","7546","201102","201102","网元对方来向","1","20110412","2","D","3","网元自动出帐单","0","2","1"
"13901","PCCS1RUS03-01/11-0","7546","201101","201101","网元对方来向","1","20110412","2","D","3","网元自动出帐单","0","2","1"
"13902","PIAP1SIN01-11/10-US1","236","201011","201103","网元对方来向","1","20110412","2","D","3","网元自动出帐单","US1","2","1"
"13903","PIAP1HKG17-03/11-077","7233","201103","201103","网元对方来向","1","20110412","2","D","3","网元自动出帐单","077","2","1"
"74963","SYN-USA57-11/16-SER","8167","201611","201611","ctoc服务费","1","20161212","2","D","","","","2","1"
"74975","CGS050515RUS06A","10003","201505","201505","国际去向承诺调整,国际去向Hubbing","1","20161215","2","D","","","","2","3"
"5191","RES2SIN01-NF/00","236","200001","200012","国际网元去向结算费用","1","20030209","2","C","1","","XXX","2","1"
"5192","RES1SIN01-NF/01","236","200101","200112","国际网元去向结算费用","1","20020423","2","C","1","","XXX","2","1"
"5193","RES2SIN01-NF/01","236","200101","200112","国际网元去向结算费用","1","20030331","2","C","1","","XXX","2","1"
"5194","ITC1SIN01-2Q/01","236","200104","200106","国际网元去向结算费用","1","20010701","2","C","2","","XXX","2","1"
"5195","ITC1SIN01-3Q/01","236","200107","200109","国际网元去向结算费用","1","20011001","2","C","2","","XXX","2","1"
"5196","ITC1SIN01-4Q/01","236","200110","200112","国际网元去向结算费用","1","20020104","2","C","2","","XXX","2","1"
"6508","CGS010306TAI01A","265","200601","200603","国际去向,国际去向承诺,国际来向承诺,国际对方去向Hubbing,国际对方来向,网元去向","0","20060516","0","C","","","","0","1"
"10858","PCCS1CUB01-04/09-XXX","67","200904","200904","网元对方来向","1","20090526","2","D","3","网元自动出帐单","XXX","2","1"
"10507","PIAP1USA02-12/08-291","289","200812","200901","网元对方来向","1","20090313","2","D","3","网元自动出帐单","291","2","1"
"11521","PCCS1JAP05-NF/09-XXX","144","200909","201008","网元对方来向","1","20091019","2","D","1","网元自动出帐单","XXX","2","1"
"10184","PRST1USA01-01/08-977","288","200801","200812","网元对方来向","1","20090115","2","D","2","网元自动出帐单","977","2","1"
"10180","PRST1FRA01-01/08-F58","93","200801","200806","网元对方来向","1","20090115","2","D","2","网元自动出帐单","F58","2","1"
"10185","PO&M1USA01-11/07-977","288","200711","200810","网元对方来向","1","20090115","2","D","2","网元自动出帐单","977","2","1"
"10186","PCCL1USA54-06/08-USD","667","200806","200901","网元对方来向","1","20090116","2","D","3","网元自动出帐单","USD","2","1"
"10187","PCCS1USA54-12/08-USD","667","200812","200901","网元对方来向","1","20090116","2","D","3","网元自动出帐单","USD","2","1"
"10188","PCCL1GER01-12/08-XXX","99","200812","200812","网元对方来向","1","20090116","2","D","3","网元自动出帐单","018","2","1"
"10189","PCCS1JAP05-12/08-XXX","144","200812","200911","网元对方来向","1","20090116","2","D","1","网元自动出帐单","921","2","1"
"10190","PCCL1CNC01-07/08-XXX","568","200807","200812","网元对方来向","1","20090116","2","D","3","网元自动出帐单","XXX","2","1"
"10194","GTRS1USA41-10/08-001","561","200810","200810","网元去向","1","20090119","2","C","3","网元自动出帐单","001","2","1"
"10195","GCCL1USA41-09/08-001","561","200809","200809","网元去向","1","20090119","2","C","3","网元自动出帐单","001","2","1"
"10196","GCCL1USA41-10/08-001","561","200810","200810","网元去向","1","20090119","2","C","3","网元自动出帐单","001","2","1"
"10197","GITC1USA01-3Q/08-XXX","288","200708","200809","网元去向","1","20090119","2","C","2","网元自动出帐单","XXX","2","1"
"10198","PCCL2HKG14-12/08-HKD","649","200812","200812","网元对方来向","1","20090119","2","D","3","网元自动出帐单","HKD","2","1"
"10199","GITC1HKG06-3Q/08-XXX","120","200807","200809","网元去向","1","20090119","2","C","2","网元自动出帐单","XXX","2","1"
"10200","PCCL3HKG14-07/08-HKD","649","200807","200812","网元对方来向","1","20090119","2","D","3","网元自动出帐单","HKD","2","1"
"10201","GITC1AUS01-3Q/08-XXX","16","200807","200809","网元去向","1","20090119","2","C","2","网元自动出帐单","XXX","2","1"
"10274","GITC1USA03-3Q/08-XXX","290","200609","200809","网元去向","1","20090211","2","C","2","网元自动出帐单","XXX","2","1"
"10209","PCCS1HKG14-08/07-HKD","649","200708","200812","网元对方来向","1","20090121","2","D","2","网元自动出帐单","HKD","2","1"
"10208","PCCS1HKG01-10/08-201","116","200810","200812","网元对方来向","1","20090121","2","D","3","网元自动出帐单","201","2","1"
"10210","PRST2GER01-01/07-XXX","99","200701","200712","网元对方来向","1","20090121","2","D","2","网元自动出帐单","XXX","2","1"
"10216","GITS1MAC01-08/08-XXX","165","200808","200808","网元去向","1","20090122","0","C","3","网元自动出帐单","XXX","0","1"
"10217","GITS1MAC01-09/08-XXX","165","200809","200809","网元去向","1","20090122","0","C","3","网元自动出帐单","XXX","0","1"
"11522","PCCS1UK_08-09/09-S55","657","200909","200909","网元对方来向","1","20091019","2","D","3","网元自动出帐单","S55","2","1"
"11523","PCCS1UK_08-10/09-S55","657","200910","200910","网元对方来向","1","20091019","2","D","3","网元自动出帐单","S55","2","1"
"62220","CGS010614KOD01A","150","201401","201406","国际对方来向,国际去向","1","20141021","0","D","","","","0","1"
"71240","MGS1-JAP01-0416-0516","140","201604","201605","国际移动话音来访,国际移动话音出访,国际cdma1x来访,国际漫游短信出访","1","20160523","2","C","","","","2","1"
"63208","CGS010814AUS02A","17","201401","201408","国际来向承诺调整,国际对方去向Hubbing,国际去向承诺调整,国际去向,国际对方来向","1","20150102","2","C","","","","2","3"
"64783","CGS010215SIN03A","237","201501","201502","国际去向,国际对方来向","1","20150428","2","C","","","","2","3"
"71243","MGS1-KOR09-0416-0516","7453","201604","201605","国际移动话音来访,国际cdma1x来访,国际漫游短信来访","1","20160523","2","C","","","","2","1"
"71244","MGS1-MAC02-0416-0516","7463","201604","201605","国际移动话音来访,国际移动话音出访,国际cdma1x来访,国际cdma1x出访,国际漫游短信出访","1","20160523","2","C","","","","2","1"
"71246","MGS1-KOR08-0416-0516","7452","201604","201605","国际移动话音来访,国际移动话音出访,国际cdma1x来访,国际cdma1x出访,国际漫游短信来访,国际漫游短信出访","1","20160523","0","D","","","","0","1"
"71248","MGS1-CAN31-0416-0516","7433","201604","201605","国际移动话音出访,国际cdma1x出访,国际漫游短信出访","1","20160523","2","D","","","","2","1"
"71249","MGS1-CAN35-0416-0516","7451","201604","201605","国际移动话音出访,国际cdma1x出访,国际漫游短信出访","1","20160523","2","D","","","","2","1"
"71250","MGS1-HKG41-0416-0516","7566","201604","201605","国际移动话音出访,国际cdma1x出访,国际漫游短信出访","1","20160523","2","D","","","","2","1"
"71252","MMEX02-CT-05/16-ISR1","7456","201604","201605","国际漫游短信出访","1","20160523","0","D","","","","0","1"
"64712","MGS1-IDN03-0215-0315","7457","201502","201503","国际移动话音出访,国际漫游短信出访,国际移动话音出访调整","1","20150422","2","D","","","","2","1"
"65080","CGS060914HKG42A","7567","201406","201409","国际去向Hubbing,国际去向,国际转来向Hubbing,国际对方来向,国际对方转向Hubbing,国际来向承诺,国际去向承诺","1","20150514","2","D","","","","2","3"
"62321","CGS070814HKG44B","10000","201407","201408","国际转来向Hubbing,国际对方去向Hubbing","1","20141027","0","C","","","","0","3"
"65081","CGS010314HKG01A","116","201401","201403","国际去向,国际转来向Hubbing,国际对方去向Hubbing,国际对方来向,国际去向承诺调整,国际来向承诺","1","20150514","2","D","","","","2","3"
"65360","MGS1-USA03-0415-0515","290","201504","201505","国际移动话音来访,国际移动话音出访,国际cdma1x来访,国际cdma1x出访,国际漫游短信来访,国际cdma1x出访调整","1","20150604","2","D","","","","2","1"
"63586","MGS1-MAC02-1214-0115","7463","201412","201412","国际移动话音来访,国际移动话音出访,国际cdma1x来访,国际cdma1x出访,国际漫游短信出访","1","20150121","2","C","","","","2","1"
"62440","CGS010614GER01A","99","201401","201406","国际去向,国际去向Hubbing,国际去向Hubbing调整,国际去向调整,国际对方来向,国际转来向Hubbing","1","20141106","2","D","","","","2","3"
"63182","CGS081014RUS02A","653","201408","201410","国际去向,国际去向Hubbing,国际去向调整,国际来向,国际转来向Hubbing","1","20141229","2","D","","","","2","3"
"63587","MMEX02-CT-01/15-ISR1","7456","201412","201412","国际漫游短信出访","1","20150121","0","D","","","","0","1"
"63585","MGS1-BAN02-1214-0115","7461","201412","201412","国际移动话音来访,国际移动话音出访,国际漫游短信来访,国际漫游短信出访","1","20150121","2","D","","","","2","1"
"63591","MGS1-HKG41-1214-0115","7566","201412","201412","国际移动话音出访,国际cdma1x出访,国际漫游短信出访","1","20150121","2","D","","","","2","1"
"63592","MGS1-IDA03-1214-0115","631","201412","201412","国际移动话音来访,国际移动话音出访,国际漫游短信来访,国际漫游短信出访","1","20150121","0","D","","","","0","1"
"67340","CGS080815HKG14A","649","201508","201508","国际去向调整","1","20151009","2","D","","","","2","1"
"61018","CGS010114THA04A","4312","201401","201401","国际去向,国际转来向Hubbing,国际对方来向,国际去向承诺调整,国际来向承诺调整","1","20140514","2","C","","","","2","3"
"61160","CGS010314USA52A","8106","201401","201403","国际来向,国际去向,国际去向调整","1","20140623","2","D","","","","2","1"
"64110","CGS011214MLS03A","398","201401","201412","国际去向,国际对方来向","1","20150226","2","C","","","","2","1"
"70685","CGS030316MLS09A","4636","201603","201603","国际转来向Hubbing,国际对方去向Hubbing","1","20160421","2","D","","","","2","3"
"73743","MGS1-TAI31-0716-0816","7455","201607","201608","国际移动话音来访,国际移动话音出访,国际cdma1x来访,国际cdma1x出访,国际漫游短信来访,国际漫游短信出访,国际移动话音出访调整,国际cdma1x出访调整","1","20160907","2","D","","","","2","1"
"73840","CGS010316JTT01A","581","201601","201603","国际来向,国际去向Hubbing,国际来向调整","1","20160913","2","D","","","","2","1"
"69601","MGS1-NET04-0116-0116","3241","201601","201601","ctog服务费,LTE对方漫出","1","20160218","2","D","","","","2","1"
"60999","CGS010314RUS07A","10007","201401","201403","国际对方去向Hubbing,国际转来向Hubbing","1","20140428","2","C","","","","2","3"
"66584","CGS050615VIE01A","322","201505","201506","国际去向,国际对方来向,国际去向承诺调整","1","20150907","2","D","","","","2","1"
"69082","MGS1-USA03-1115-1215","290","201511","201512","国际移动话音来访,国际移动话音出访,国际cdma1x来访,国际cdma1x出访,国际漫游短信来访,国际cdma1x出访调整","1","20160108","2","D","","","","2","1"
"69602","MGS1-IDN03-1115-1215","7457","201511","201512","国际移动话音出访,国际漫游短信出访,国际漫游短信出访调整","1","20160218","2","D","","","","2","1"
"69603","CGS010615PHL01A","208","201501","201506","国际去向,国际对方来向,国际对方来向承诺调整","1","20160218","2","D","","","","2","1"
"72161","CGS010814ITA01A","135","201401","201408","国际去向,国际去向Hubbing,国际去向Hubbing调整,国际对方来向","1","20160628","2","D","","","","2","1"
"73761","CCM16050131USA56","8289","201605","201605","WLAN来向","1","20160909","2","C","","","","2","1"
"73760","CCM16070131USA56","8289","201607","201607","WLAN来向","1","20160909","2","C","","","","2","1"
"72442","CGS071215ITA01A","135","201507","201512","国际去向,国际去向Hubbing,国际去向调整,国际来向,国际转来向Hubbing","1","20160712","0","D","","","","0","3"
"74780","CGS070916CBD04A","4711","201607","201609","国际来向,国际转来向Hubbing","1","20161114","2","C","","","","2","3"
"73220","CGS050516MLS09A","4636","201605","201605","国际转来向Hubbing,国际对方去向Hubbing","1","20160804","2","C","","","","2","3"
"64500","MGS1-USA03-0115-0215","290","201501","201501","国际移动话音来访,国际移动话音出访,国际cdma1x来访,国际cdma1x出访,国际漫游短信来访,国际cdma1x出访调整","1","20150402","2","D","","","","2","1"
"64501","MGS1-USA03-0215-0315","290","201502","201503","国际移动话音来访,国际移动话音出访,国际cdma1x来访,国际cdma1x出访,国际漫游短信来访,国际cdma1x出访调整","1","20150402","2","D","","","","2","1"
"65900","CGS040415HKG14A","649","201504","201504","国际去向承诺调整","1","20150703","2","D","","","","2","1"
"65901","CGS050515HKG14A","649","201505","201505","国际去向承诺调整","1","20150703","2","D","","","","2","1"
"66320","MGS1-USA02-0115-0715","289","201501","201506","国际移动话音来访,国际移动话音出访,国际cdma1x来访,国际cdma1x出访,国际漫游短信来访,国际漫游短信出访","1","20150818","1","C","","","","1","1"
"72361","CGS071215TAI06A","367","201507","201512","国际去向,国际去向Hubbing,国际去向承诺调整,国际对方来向,国际来向承诺调整,国际转来向Hubbing","1","20160707","2","D","","","","2","1"
"74102","CGS070816VIE01A","322","201607","201608","国际去向承诺调整,国际去向,国际对方来向,国际转来向Hubbing,国际对方来向承诺调整","1","20161009","2","D","","","","2","1"
"74520","MGS1-USA01-0616-0816","288","201606","201608","WLAN来向","1","20161028","2","C","","","","2","1"
"74521","CGS010616KOR07A","666","201601","201606","国际去向,国际对方来向,国际对方来向承诺调整","1","20161028","2","D","","","","2","1"
"74661","CGS070915NEP01A","194","201507","201509","国际去向,国际对方来向","1","20161108","2","C","","","","2","1"
"61939","CGS070814RUS07A","10007","201407","201408","国际转来向Hubbing,国际对方去向Hubbing","1","20140924","2","D","","","","2","3"
"62499","CGS010614THA01A","272","201401","201406","国际去向,国际对方来向,国际来向承诺调整","1","20141114","2","D","","","","2","1"
"70684","CGS010316RUS07A","10007","201601","201603","国际转来向Hubbing,国际对方去向Hubbing","1","20160421","2","D","","","","2","3"
"72900","CCM16050131USA01","288","201605","201605","WLAN来向","1","20160727","2","C","","","","2","1"
"74660","CGS040615NEP01A","194","201504","201506","国际去向,国际对方来向","1","20161108","2","D","","","","2","1"
"74662","CGS101215NEP01A","194","201510","201512","国际去向,国际对方来向","1","20161108","2","C","","","","2","1"
"61159","CGS010514HKG14A","649","201401","201405","国际去向承诺调整","1","20140617","2","D","","","","2","1"
"67000","CGS080815VIE31A","700","201508","201508","国际转来向Hubbing,国际对方去向Hubbing","1","20150923","2","C","","","","2","3"
"66720","CGS070715RUS07A","10007","201507","201507","国际转来向Hubbing,国际对方去向Hubbing","1","20150914","2","C","","","","2","3"
"69080","MGS1-IDN03-1015-1115","7457","201510","201511","国际移动话音出访,国际漫游短信出访,国际漫游短信出访调整","1","20160106","2","D","","","","2","1"
"75015","CGS010415MLS02A","365","201501","201504","国际来向承诺调整,国际去向,国际对方去向Hubbing,国际对方来向","1","20161228","2","C","","","","2","1"
"75029","MGS1-USA03-1116-1216","290","201611","201612","国际cdma1x出访调整,国际移动话音来访,国际移动话音出访,国际cdma1x来访,国际cdma1x出访,国际漫游短信来访","1","20170112","2","D","","","","2","1"
"75177","MGS1-KOR08-0217-0317","7452","201702","201703","国际移动话音来访,国际移动话音出访,国际cdma1x来访,国际cdma1x出访,国际漫游短信来访,国际漫游短信出访","1","20170322","0","D","","","","0","1"
"75271","MGS1-HKG41-0317-0417","7566","201703","201704","国际移动话音出访,国际cdma1x出访,国际漫游短信出访","1","20170421","2","D","","","","2","1"
"75272","MGS1-CAN35-0317-0417","7451","201703","201704","国际移动话音出访,国际cdma1x出访,国际漫游短信出访","1","20170421","2","D","","","","2","1"
"75780","CGS101216BGM01A","26","201610","201612","国际去向,国际去向Hubbing,国际去向Hubbing调整,国际对方来向,国际对方来向调整,国际转来向Hubbing","1","20171101","2","D","","","","2","3"
"75274","MGS1-CAN31-0317-0417","7433","201703","201704","国际移动话音出访,国际cdma1x出访,国际漫游短信出访","1","20170421","2","D","","","","2","1"
"75275","MGS1-USA02-0317-0417","289","201703","201704","国际移动话音出访,国际cdma1x出访,国际漫游短信出访","1","20170421","2","D","","","","2","1"
"75475","MGS1-USA03-0517-0617","290","201705","201706","国际cdma1x来访,国际移动话音出访,国际cdma1x出访,国际漫游短信来访,国际cdma1x出访调整","1","20170717","2","D","","","","2","1"
"75395","CGS081216TAI07A","368","201608","201612","国际去向,国际去向Hubbing,国际转来向Hubbing,国际对方来向,国际来向承诺调整,国际去向Hubbing调整","1","20170606","2","D","","","","2","3"
"75509","CGS040517RUS02A","653","201704","201705","国际来向,国际转来向Hubbing,国际对方去向Hubbing","1","20170727","2","C","","","","2","3"
"75525","CGS071216KOR07A","666","201607","201612","国际对方来向调整,国际去向,国际对方来向","1","20170801","0","D","","","","0","1"
"75880","CGS101017BLR02A","4719","201710","201710","国际去向,国际来向,国际去向承诺调整","1","20171206","2","D","","","","2","3"
"75854","MGS1-NET04-1017-1017","3241","201710","201710","ctog服务费","1","20171130","2","D","","","","2","1"
"76037","QH-HKG14-01/18-01/18","649","201801","201801","ctog服务费","1","20180211","2","D","","","","2","1"
"76107","CGS111217KOR03A","153","201711","201712","国际对方来向,国际对方来向调整","1","20180308","0","C","","","","2","1"
"76105","CGS101217LAO02A","578","201710","201712","国际对方来向","1","20180308","0","C","","","","0","3"
"76193","CGS010318MAC02A","7463","201801","201803","国际去向,国际来向,国际转来向Hubbing","1","20180417","0","C","","","","0","1"
"76159","CGS020218VIE06A","8146","201802","201802","国际去向承诺调整,国际去向,国际来向","1","20180327","0","D","","","","0","3"
"3116","ITC1BRU03-3Q/06-XXX","44","200607","200609","国际网元去向结算费用","1","20061127","2","C","2","","XXX","2","1"
"3117","ITC1THA01-3Q/06-XXX","272","200607","200609","国际网元去向结算费用","1","20061127","2","C","2","","XXX","2","1"
"3118","CCS1TAI0179907100712","265","200710","200712","国际网元来向结算费用","1","20071205","2","D","1","","799","2","1"
"3119","ITC1MLS03-3Q/06-XXX","398","200607","200609","国际网元去向结算费用","1","20061127","2","C","2","","XXX","2","1"
"3120","ITC1PHL04-3Q/06-XXX","211","200607","200609","国际网元去向结算费用","1","20061127","2","C","2","","XXX","2","1"
"3121","ITC1VIE01-2Q/05-XXX","322","200504","200506","国际网元去向结算费用","1","20050721","2","C","2","","XXX","2","1"
"3122","RES1MLS02-NF/02","365","200201","200212","国际网元去向结算费用","1","20030613","2","C","1","","XXX","2","1"
"3123","RES2MLS02-NF/02","365","200201","200212","国际网元去向结算费用","1","20030618","2","C","1","","XXX","2","1"
"3124","RES1MLS02-NF/03","365","200301","200312","国际网元去向结算费用","1","20040621","2","C","1","","XXX","2","1"
"3125","ITC1MLS02-3Q/04","365","200407","200409","国际网元去向结算费用","1","20041027","2","C","2","","XXX","2","1"
"3126","ITC1MLS02-4Q/04","365","200410","200412","国际网元去向结算费用","1","20050118","2","C","2","","XXX","2","1"
"3127","ITC1MLS02-1Q/05","365","200501","200503","国际网元去向结算费用","1","20050425","2","C","2","","XXX","2","1"
"3128","ITC1MLS02-2Q/05-XXX","365","200504","200506","国际网元去向结算费用","1","20050721","2","C","2","","XXX","2","1"
"3129","RES1TAI05-NF/02","366","200201","200212","国际网元去向结算费用","1","20040624","2","C","1","","XXX","2","1"
"3130","RES1TAI05-02/02","366","200202","200202","国际网元去向结算费用","1","20040624","2","C","3","","XXX","2","1"
"3131","RES1TAI05-NF/03","366","200301","200312","国际网元去向结算费用","1","20040624","2","C","1","","XXX","2","1"
"4014","RES1CAN01-NF/02","47","200201","200212","国际网元去向结算费用","1","20030328","2","C","1","","XXX","2","1"
"4015","RES2CAN01-NF/02","47","200201","200212","国际网元去向结算费用","1","20030616","2","C","1","","XXX","2","1"
"4016","RES3CAN01-NF/02","47","200201","200212","国际网元去向结算费用","1","20030703","2","C","1","","XXX","2","1"
"4017","RES1CAN01-03/02","47","200203","200203","国际网元去向结算费用","1","20030401","2","C","3","","XXX","2","1"
"4018","ITC1CAN01-2Q/02","47","200204","200206","国际网元去向结算费用","1","20021016","2","C","2","","XXX","2","1"
"4019","ITC1CAN01-3Q/02","47","200207","200209","国际网元去向结算费用","1","20021016","2","C","2","","XXX","2","1"
"4020","ITC1CAN01-4Q/02","47","200210","200212","国际网元去向结算费用","1","20030114","2","C","2","","XXX","2","1"
"4021","ITC1CAN01-1Q/03","47","200301","200303","国际网元去向结算费用","1","20030331","2","C","2","","XXX","2","1"
"4022","RES1CAN01-NF/03","47","200301","200312","国际网元去向结算费用","1","20040622","2","C","1","","XXX","2","1"
"4023","ITC1CAN01-2Q/03","47","200304","200306","国际网元去向结算费用","1","20030717","2","C","2","","XXX","2","1"
"4024","ITC1CAN01-3Q/03","47","200307","200309","国际网元去向结算费用","1","20031017","2","C","2","","XXX","2","1"
"4025","ITC1CAN01-4Q/03","47","200310","200312","国际网元去向结算费用","1","20040203","2","C","2","","XXX","2","1"
"4026","O&M1CAN01 XX03100406","47","200310","200406","国际网元来向结算费用","1","20050907","2","D","1",""," XX","2","1"
"4027","ITC1CAN01-1Q/04","47","200401","200403","国际网元去向结算费用","1","20040407","2","C","2","","XXX","2","1"
"4028","ITC1CAN01-2Q/04","47","200404","200406","国际网元去向结算费用","1","20040726","2","C","2","","XXX","2","1"
"4029","ITC1CAN01-3Q/04","47","200407","200409","国际网元去向结算费用","1","20041027","2","C","2","","XXX","2","1"
"4030","ITC1CAN01-4Q/04","47","200410","200412","国际网元去向结算费用","1","20050118","2","C","2","","XXX","2","1"
"4031","ITC1CAN01-1Q/05","47","200501","200503","国际网元去向结算费用","1","20050425","2","C","2","","XXX","2","1"
"4032","ITC1CAN01-2Q/05-XXX","47","200504","200506","国际网元去向结算费用","1","20050721","2","C","2","","XXX","2","1"
"4033","RES1CYP01-NF/01","70","200101","200112","国际网元去向结算费用","1","20030410","2","C","1","","XXX","2","1"
"4034","RES1CYP01-NF/02","70","200201","200212","国际网元去向结算费用","1","20030613","2","C","1","","XXX","2","1"
"4035","RES2CYP01-NF/02","70","200201","200212","国际网元去向结算费用","1","20030618","2","C","1","","XXX","2","1"
"4036","RES1CYP01-02/02","70","200202","200202","国际网元去向结算费用","1","20030730","2","C","3","","XXX","2","1"
"4037","RES1CYP01-NF/03","70","200301","200312","国际网元去向结算费用","1","20040609","2","C","1","","XXX","2","1"
"4038","RES2CYP01-NF/03","70","200301","200312","国际网元去向结算费用","1","20040615","2","C","1","","XXX","2","1"
"4039","DXC1DEN01XXX05060508","72","200506","200508","国际网元来向结算费用","1","20050712","2","D","1","","XXX","2","1"
"4040","CCL1DEN01 XX05090510","72","200509","200510","国际网元来向结算费用","1","20050909","2","D","1",""," XX","2","1"
"4041","RES1FIN01-NF/01","90","200101","200112","国际网元去向结算费用","1","20030410","2","C","1","","XXX","2","1"
"4042","RES1FIN01-NF/02","90","200201","200212","国际网元去向结算费用","1","20030616","2","C","1","","XXX","2","1"
"4043","RES2FIN01-NF/02","90","200201","200212","国际网元去向结算费用","1","20030618","2","C","1","","XXX","2","1"
"4044","RES1FIN01-10/02","90","200210","200210","国际网元去向结算费用","1","20030812","2","C","3","","XXX","2","1"
"4045","RES1FIN01-NF/03","90","200301","200312","国际网元去向结算费用","1","20040622","2","C","1","","XXX","2","1"
