85|ESTONIA ESTETC|1|1|0|0|EST01|正常|1999/1/1|2035/1/1|62|1|system|2007/9/13 7:58:55|
86|EL SALVADOR ANTEL|1|1|0|0|ESV01|正常|1999/1/1|2035/1/1|124|1|system|2007/9/13 7:58:55|
88|FRENCH GUIANA FRENCH TELECOM|1|1|0|0|FGN01|正常|1999/1/1|2035/1/1|115|1|system|2007/9/13 7:58:55|
89|FIJI FINTEL|1|1|0|0|FIJ01|正常|1999/1/1|2035/1/1|193|1|system|2007/9/13 7:58:55|
90|FINLAND TELECOM|1|1|0|0|FIN01|正常|1999/1/1|2035/1/1|64|1|system|2007/9/13 7:58:55|
91|FALKLAND IS.C|1|1|0|0|FLI01|正常|1999/1/1|2035/1/1|112|1|system|2007/9/13 7:58:55|
92|FRANCH POLYNESIA FCR|1|1|0|0|FPL01|正常|1999/1/1|2035/1/1|206|1|system|2007/9/13 7:58:55|
94|FAROE IS.TELE DANMARK|1|1|0|0|FRI01|正常|1999/1/1|2035/1/1|63|1|system|2007/9/13 7:58:55|
95|GABON OPT|1|1|0|0|GAB01|正常|1999/1/1|2035/1/1|147|1|system|2007/9/13 7:58:55|
96|GAMBIA GAMTEL|1|1|0|0|GAM01|正常|1999/1/1|2035/1/1|148|1|system|2007/9/13 7:58:55|
97|GUINEA BISSAU GOVT|1|1|0|0|GBS01|正常|1999/1/1|2035/1/1|151|1|system|2007/9/13 7:58:55|
98|GEORGIA GOVT|1|1|0|0|GEO01|正常|1999/1/1|2035/1/1|8|1|system|2007/9/13 7:58:55|
4699|FIRST TECHNOLOGY DEVELOPMENT PTE LTD|1|3|0|0|BAN04|正常|2014/8/29|2035/1/1|4|0|youyou|2014/8/29 17:05:39|
40173|ATIS(CTA)|1|5|0|0|40173|正常|2015/9/16|2035/1/1|73|1|system|2015/9/16|
40174|ALocalPhone Ltd(CTA)|1|5|0|0|40174|正常|2015/9/16|2035/1/1|96|1|system|2015/9/16|
279|TUNISIA TELECOM|1|1|0|0|TUN01|正常|1999/1/1|2035/1/1|179|1|system|2007/9/13 7:58:55|
192|NAURU GOVT|1|1|0|0|NAU01|正常|1999/1/1|2035/1/1|199|1|system|2007/9/13 7:58:55|
193|NEW CALEDONIAIS.FCR|1|1|0|0|NCI01|正常|1999/1/1|2035/1/1|201|1|system|2007/9/13 7:58:55|
194|NEPAL TELECOM|1|1|0|0|NEP01|正常|1999/1/1|2035/1/1|28|1|system|2007/9/13 7:58:55|
195|NETHERLANDS KPN TELECOM|1|1|0|0|NET01|正常|1999/1/1|2035/1/1|83|1|system|2007/9/13 7:58:55|
196|NIGERIA NITEL|1|1|0|0|NGR01|正常|1999/1/1|2035/1/1|166|1|system|2007/9/13 7:58:55|
197|NICARAGUA NICATELSAT|1|1|0|0|NIC01|正常|1999/1/1|2035/1/1|120|1|system|2007/9/13 7:58:55|
198|NIGER OPT|1|1|0|0|NIG01|正常|1999/1/1|2035/1/1|165|1|system|2007/9/13 7:58:55|
199|NIUE IS.POSTS AND TELECOM|1|1|0|0|NII01|正常|1999/1/1|2035/1/1|202|1|system|2007/9/13 7:58:55|
200|NORFOLK IS.TELSTRA|1|1|0|0|NOI01|正常|1999/1/1|2035/1/1|203|1|system|2007/9/13 7:58:55|
201|Telenor Global Services AS|1|3|0|0|NOR01|正常|1999/1/1|2035/1/1|84|1|system|2015/8/5 9:56:58|
202|TELECOM NEW ZEALAND|1|3|0|0|NZL01|正常|1999/1/1|2035/1/1|186|1|system|2007/9/13 7:58:55|
203|OMAN TELECOM COMPANY|1|1|0|0|OMA01|正常|1999/1/1|2035/1/1|29|1|system|2007/9/13 7:58:55|
204|PAK TELECOM|1|1|0|0|PAK01|正常|2001/7/1|2035/1/1|30|1|system|2007/9/13 7:58:55|
205|PALAU PNCC|1|1|0|0|PAL01|正常|1999/1/1|2035/1/1|204|1|system|2007/9/13 7:58:55|
206|PANAMA INTEL S.A.|1|1|0|0|PAN01|正常|1999/1/1|2035/1/1|121|1|system|2007/9/13 7:58:55|
207|PERU TELEFONICA|1|1|0|0|PER01|正常|1999/1/1|2035/1/1|123|1|system|2007/9/13 7:58:55|
208|PHILIPPINES PLDT|1|1|0|0|PHL01|正常|1999/1/1|2035/1/1|31|1|system|2007/9/13 7:58:55|
209|PHILIPPINES ETPI|1|1|0|0|PHL02|正常|1999/1/1|2035/1/1|31|0|system|2007/9/13 7:58:55|
210|PHILIPPINES PHILCOM（TG/TX)|1|1|0|0|PHL03|正常|1999/1/1|2035/1/1|31|0|system|2007/9/13 7:58:55|
657|CHINA TELECOM (EUROPE) LIMITED|1|1|0|0|UK_08|正常|1999/1/1|2035/1/1|96|0|system|2007/9/13 7:58:55|
609|Internationa Cable Protection Committee Ltd|1|1|0|0|INT10|正常|1999/1/1|2035/1/1|96|0|system|2007/9/13 7:58:55|
610|S.B.Submarine Systems Co.Ltd.|1|1|0|0|SBS00|正常|1999/1/1|2035/1/1|246|0|system|2007/9/13 7:58:55|
211|GLOBE TELECOM PHILIPPINES|1|1|0|0|PHL04|正常|1999/1/1|2035/1/1|31|0|system|2007/9/13 7:58:55|
212|PHILIPPINES GMCR(TG/TX)|1|1|0|0|PHL05|正常|1999/1/1|2035/1/1|31|0|system|2007/9/13 7:58:55|
213|PHILIPPINES RCPI(TG/TX)|1|1|0|0|PHL06|正常|1999/1/1|2035/1/1|31|0|system|2007/9/13 7:58:55|
214|PITCAIRINI GOVT|1|1|0|0|PIT01|正常|1999/1/1|2035/1/1|242|1|system|2007/9/13 7:58:55|
215|PAPUA NEW GUINEA TELIKOM PNG|1|1|0|0|PNG01|正常|1999/1/1|2035/1/1|205|1|system|2007/9/13 7:58:55|
216|POLAND TELECOM|1|1|0|0|POL01|正常|1999/1/1|2035/1/1|85|1|system|2007/9/13 7:58:55|
217|PORTUGAL TELECOM|1|1|0|0|POR01|正常|1999/1/1|2035/1/1|86|1|system|2007/9/13 7:58:55|
218|PORTUGAL CPRM(TG/TX)|1|1|0|0|POR02|正常|1999/1/1|2035/1/1|86|0|system|2007/9/13 7:58:55|
219|PUERTO RICO MCI/WUI|1|1|0|0|PRC01|正常|1999/1/1|2035/1/1|207|1|system|2007/9/13 7:58:55|
220|PUERTO RICO AACR(TG/TX)|1|1|0|0|PRC02|正常|1999/1/1|2035/1/1|207|0|system|2007/9/13 7:58:55|
221|PUERTO RICO TRT/FTC(TG/TX)|1|1|0|0|PRC03|正常|1999/1/1|2035/1/1|207|0|system|2007/9/13 7:58:55|
222|PUERTO RICO PRCA(TG/TX)|1|1|0|0|PRC04|正常|1999/1/1|2035/1/1|207|0|system|2007/9/13 7:58:55|
223|PARAGUAY ANTELCO|1|1|0|0|PRG01|正常|1999/1/1|2035/1/1|122|1|system|2007/9/13 7:58:55|
224|QATAR Q-TEL|1|1|0|0|QAT01|正常|1999/1/1|2035/1/1|32|1|system|2007/9/13 7:58:55|
225|REUNION IS.FRANCE TELECOM|1|1|0|0|REI01|正常|1999/1/1|2035/1/1|167|1|system|2007/9/13 7:58:55|
226|RUMANIA TELECOM|1|1|0|0|RUM01|正常|1999/1/1|2035/1/1|87|1|system|2007/9/13 7:58:55|
227|RUSSIA ROSTELECOM|1|3|0|0|RUS01|正常|1999/1/1|2035/1/1|88|1|system|2015/8/5 9:56:58|
228|RWANDA RWANDATEL|1|1|0|0|RWA01|正常|1999/1/1|2035/1/1|168|1|system|2007/9/13 7:58:55|
230|SAUDI TELECOM COMPANY|1|1|0|0|SAR01|正常|1999/1/1|2035/1/1|33|1|system|2007/9/13 7:58:55|
231|ST.CHRIST. & NEVIS IS.SKANTEL|1|1|0|0|SCI01|正常|1999/1/1|2035/1/1|211|1|system|2007/9/13 7:58:55|
232|SENEGAL SONATEL|1|1|0|0|SEN01|正常|1999/1/1|2035/1/1|170|1|system|2007/9/13 7:58:55|
233|SEYCHELLES CWSEZ|1|1|0|0|SEY01|正常|1999/1/1|2035/1/1|171|1|system|2007/9/13 7:58:55|
234|ST.HELENAIS.C|1|1|0|0|SHI01|正常|1999/1/1|2035/1/1|93|1|system|2007/9/13 7:58:55|
235|SIKKIM TELECOM|1|1|0|0|SIK01|正常|1999/1/1|2035/1/1|234|1|system|2007/9/13 7:58:55|
236|SINGAPORE TELECOMMUNICATIONS LIMITED|1|3|0|0|SIN01|正常|1999/1/1|2035/1/1|34|1|system|2007/9/13 7:58:55|
237|STARHUB LTD|1|3|0|0|SIN03|正常|1999/1/1|2035/1/1|34|0|system|2007/9/13 7:58:55|
238|ST. LUCIA C|1|1|0|0|SLC01|正常|1999/1/1|2035/1/1|233|1|system|2007/9/13 7:58:55|
239|SIERRA LEONE SIERRATEL|1|1|0|0|SLE01|正常|1999/1/1|2035/1/1|172|1|system|2007/9/13 7:58:55|
240|SIERRA LEONE SLET|1|1|0|0|SLE02|正常|1999/1/1|2035/1/1|172|0|system|2007/9/13 7:58:55|
241|SRI LANKA TELECOM LTD|1|1|0|0|SLK01|正常|1999/1/1|2035/1/1|35|1|system|2007/9/13 7:58:55|
280|TUVALU GOVT|1|1|0|0|TUV01|正常|1999/1/1|2035/1/1|215|1|system|2007/9/13 7:58:55|
242|SAMOA EASTERN GOVT|1|1|0|0|SME01|正常|1999/1/1|2035/1/1|208|1|system|2007/9/13 7:58:55|
243|SAN MARINO INTELCOM|1|1|0|0|SMR01|正常|1999/1/1|2035/1/1|89|1|system|2007/9/13 7:58:55|
244|SAMOA WESTERN GOVT|1|1|0|0|SMW01|正常|1999/1/1|2035/1/1|209|1|system|2007/9/13 7:58:55|
245|SOLOMON IS.TELECOM|1|1|0|0|SOI01|正常|1999/1/1|2035/1/1|210|1|system|2007/9/13 7:58:55|
